codigo_rota,peso_real_somado,veiculo,capacidade_max
B_RS_20240213_B-TRK-00046,25969.340783771455,TRUCK,14000.0
B_PR_20240417_B-CAR-00016,57906.429733907265,CARRETA,28000.0
B_PR_20240206_B-TRK-00002,26214.770851048124,TRUCK,14000.0
B_PR_20240222_B-TRK-00104,28520.785708057698,TRUCK,14000.0
B_PR_20240212_B-CAR-00033,56177.89199443635,CARRETA,28000.0
B_SC_20240411_B-CAR-00046,56034.023775165886,CARRETA,28000.0
B_RS_20240229_B-TRK-00014,26926.28575913613,TRUCK,14000.0
B_PR_20240221_B-CAR-00023,55160.67651258114,CARRETA,28000.0
B_RS_20240206_B-TRK-00054,27605.20511153077,TRUCK,14000.0
B_SC_20240409_B-CAR-00000,55236.269576338585,CARRETA,28000.0
B_PR_20240411_B-CAR-00049,52610.879206992555,CARRETA,28000.0
B_PR_20240417_B-TRK-00027,25869.42505138136,TRUCK,14000.0
B_RS_20240220_B-TRK-00090,28290.498835894996,TRUCK,14000.0
B_RS_20240222_B-TRK-00064,28572.012213319893,TRUCK,14000.0
B_PR_20240413_B-CAR-00027,58985.462191467996,CARRETA,28000.0
B_PR_20240401_B-TRK-00080,28703.99467032678,TRUCK,14000.0
B_RS_20240219_B-CAR-00051,54703.03390707449,CARRETA,28000.0
B_SC_20240208_B-CAR-00017,56787.841454964524,CARRETA,28000.0
B_RS_20240429_B-CAR-00019,55700.95273633313,CARRETA,28000.0
B_PR_20240422_B-CAR-00030,57640.2671062185,CARRETA,28000.0
B_SC_20240419_B-TRK-00103,25601.21217210051,TRUCK,14000.0
B_PR_20240212_B-TRK-00059,27613.274390157654,TRUCK,14000.0
B_SC_20240222_B-TRK-00022,27211.484309587613,TRUCK,14000.0
B_SC_20240224_B-TRK-00074,28583.311873890558,TRUCK,14000.0
B_RS_20240417_B-TRK-00062,25504.563544842724,TRUCK,14000.0
B_PR_20240403_B-CAR-00048,59102.65437887797,CARRETA,28000.0
B_PR_20240429_B-TRK-00016,27950.55880565242,TRUCK,14000.0
B_PR_20240413_B-TRK-00118,27062.89035054184,TRUCK,14000.0
B_PR_20240419_B-CAR-00040,55780.04403211027,CARRETA,28000.0
B_PR_20240404_B-TRK-00056,25914.836152019376,TRUCK,14000.0
B_SC_20240203_B-TRK-00100,25812.047940883785,TRUCK,14000.0
B_SC_20240203_B-TRK-00009,25992.60205370706,TRUCK,14000.0
B_RS_20240219_B-TRK-00066,27981.32243895812,TRUCK,14000.0
B_RS_20240415_B-TRK-00074,28197.632660097403,TRUCK,14000.0
B_PR_20240214_B-TRK-00021,27750.25814086003,TRUCK,14000.0
B_PR_20240213_B-TRK-00068,26688.89764584494,TRUCK,14000.0
B_PR_20240426_B-TRK-00093,26620.611318391668,TRUCK,14000.0
B_SC_20240229_B-TRK-00080,27310.361098274454,TRUCK,14000.0
B_PR_20240416_B-TRK-00057,25839.809619414074,TRUCK,14000.0
B_SC_20240229_B-TRK-00111,26117.99676503511,TRUCK,14000.0
B_RS_20240214_B-TRK-00060,26744.87503183418,TRUCK,14000.0
B_RS_20240223_B-TRK-00046,28221.31102093245,TRUCK,14000.0
B_PR_20240429_B-TRK-00061,26330.910206858527,TRUCK,14000.0
B_PR_20240201_B-CAR-00007,59701.53560088459,CARRETA,28000.0
B_SC_20240219_B-TRK-00023,26005.547841950425,TRUCK,14000.0
B_PR_20240203_B-TRK-00127,27046.421280400245,TRUCK,14000.0
B_SC_20240217_B-CAR-00040,58773.27927843006,CARRETA,28000.0
B_RS_20240419_B-TRK-00116,28063.689445306038,TRUCK,14000.0
B_RS_20240203_B-TRK-00045,28643.293891919846,TRUCK,14000.0
B_SC_20240426_B-TRK-00103,28405.08643761462,TRUCK,14000.0
B_SC_20240410_B-TRK-00030,28675.054346967492,TRUCK,14000.0
B_PR_20240405_B-TRK-00080,25578.066880950635,TRUCK,14000.0
B_SC_20240208_B-CAR-00045,57232.26172064787,CARRETA,28000.0
B_SC_20240410_B-TRK-00074,25992.98582329444,TRUCK,14000.0
B_RS_20240418_B-TRK-00071,25830.72255240745,TRUCK,14000.0
B_PR_20240425_B-TRK-00055,27123.77330676586,TRUCK,14000.0
B_PR_20240221_B-TRK-00050,28067.390352115923,TRUCK,14000.0
B_RS_20240424_B-TRK-00007,26597.705385156878,TRUCK,14000.0
B_PR_20240423_B-TRK-00028,27576.95505678434,TRUCK,14000.0
B_SC_20240216_B-TRK-00116,25823.75567413255,TRUCK,14000.0
B_RS_20240212_B-TRK-00043,25905.642434655885,TRUCK,14000.0
B_SC_20240217_B-TRK-00111,28130.580214871014,TRUCK,14000.0
B_PR_20240217_B-TRK-00091,27450.999069921447,TRUCK,14000.0
B_SC_20240430_B-TRK-00040,28212.962801633606,TRUCK,14000.0
B_PR_20240222_B-TRK-00077,27592.919906288014,TRUCK,14000.0
B_RS_20240403_B-CAR-00024,53843.012315100714,CARRETA,28000.0
B_PR_20240429_B-CAR-00029,52546.37210311705,CARRETA,28000.0
B_PR_20240406_B-TRK-00013,28545.4310022003,TRUCK,14000.0
B_PR_20240415_B-CAR-00038,56145.302334754924,CARRETA,28000.0
B_PR_20240222_B-CAR-00040,58800.18381410892,CARRETA,28000.0
B_PR_20240223_B-TRK-00118,28545.734393040075,TRUCK,14000.0
B_PR_20240205_B-TRK-00058,27169.713434970734,TRUCK,14000.0
B_PR_20240412_B-TRK-00127,28183.937681732732,TRUCK,14000.0
B_PR_20240220_B-CAR-00059,55771.13808043057,CARRETA,28000.0
B_SC_20240226_B-TRK-00107,27920.156547435,TRUCK,14000.0
B_SC_20240406_B-TRK-00084,25821.185413741678,TRUCK,14000.0
B_RS_20240220_B-TRK-00116,28011.647280502882,TRUCK,14000.0
B_PR_20240213_B-CAR-00047,56447.16904270449,CARRETA,28000.0
B_PR_20240219_B-TRK-00009,28263.962456182882,TRUCK,14000.0
B_PR_20240201_B-TRK-00133,25914.452421040183,TRUCK,14000.0
B_SC_20240410_B-CAR-00028,58429.461431699565,CARRETA,28000.0
B_SC_20240215_B-TRK-00043,25923.696933621854,TRUCK,14000.0
B_PR_20240206_B-TRK-00132,25478.330629135176,TRUCK,14000.0
B_RS_20240221_B-CAR-00054,57845.30824067042,CARRETA,28000.0
B_PR_20240423_B-CAR-00035,56484.78775273287,CARRETA,28000.0
B_PR_20240423_B-TRK-00064,28226.486266587115,TRUCK,14000.0
B_RS_20240210_B-CAR-00050,56995.67117597546,CARRETA,28000.0
B_PR_20240411_B-TRK-00008,28060.654888371482,TRUCK,14000.0
B_SC_20240228_B-TRK-00012,27999.16219632769,TRUCK,14000.0
B_SC_20240224_B-CAR-00051,59621.37462964565,CARRETA,28000.0
B_PR_20240213_B-TRK-00071,28368.659435140507,TRUCK,14000.0
B_SC_20240417_B-TRK-00095,25539.323131598074,TRUCK,14000.0
B_PR_20240209_B-CAR-00029,53374.86948440189,CARRETA,28000.0
B_RS_20240224_B-CAR-00002,58863.5669128218,CARRETA,28000.0
B_RS_20240202_B-TRK-00125,28435.314634844464,TRUCK,14000.0
B_PR_20240417_B-TRK-00111,27264.10990683077,TRUCK,14000.0
B_SC_20240215_B-TRK-00079,27448.1498249986,TRUCK,14000.0
B_SC_20240413_B-CAR-00004,56922.11372479643,CARRETA,28000.0
B_PR_20240208_B-CAR-00057,58871.67644532981,CARRETA,28000.0
B_RS_20240426_B-TRK-00115,27369.432924106764,TRUCK,14000.0
B_RS_20240216_B-CAR-00032,56823.28684640316,CARRETA,28000.0
B_RS_20240201_B-TRK-00117,28076.830490530556,TRUCK,14000.0
B_PR_20240404_B-TRK-00019,26356.454657747217,TRUCK,14000.0
B_SC_20240216_B-TRK-00001,28721.2259755891,TRUCK,14000.0
B_SC_20240221_B-TRK-00133,28479.523386488338,TRUCK,14000.0
B_PR_20240416_B-TRK-00082,26153.523685368837,TRUCK,14000.0
B_PR_20240417_B-TRK-00108,25418.56889715839,TRUCK,14000.0
B_PR_20240203_B-TRK-00078,26092.928391049674,TRUCK,14000.0
B_RS_20240222_B-CAR-00015,57447.44925656757,CARRETA,28000.0
B_PR_20240207_B-TRK-00120,25385.46803146496,TRUCK,14000.0
B_PR_20240219_B-CAR-00050,55155.10548521481,CARRETA,28000.0
B_PR_20240430_B-CAR-00040,55839.888023114574,CARRETA,28000.0
B_PR_20240403_B-TRK-00066,28260.090034563942,TRUCK,14000.0
B_RS_20240214_B-TRK-00013,28421.112249286078,TRUCK,14000.0
B_RS_20240423_B-TRK-00051,28284.363853698942,TRUCK,14000.0
B_RS_20240226_B-CAR-00041,54685.28480493277,CARRETA,28000.0
B_PR_20240220_B-TRK-00071,27488.440348052944,TRUCK,14000.0
B_SC_20240209_B-CAR-00006,59556.079793938625,CARRETA,28000.0
B_SC_20240202_B-CAR-00007,52956.58423116584,CARRETA,28000.0
B_RS_20240215_B-TRK-00054,25896.442821949153,TRUCK,14000.0
B_RS_20240410_B-TRK-00090,26544.95398299549,TRUCK,14000.0
B_PR_20240409_B-TRK-00061,25830.271113709958,TRUCK,14000.0
B_SC_20240410_B-TRK-00041,26907.985076230583,TRUCK,14000.0
B_RS_20240229_B-TRK-00000,27674.269056957797,TRUCK,14000.0
B_RS_20240213_B-TRK-00058,28486.742144130647,TRUCK,14000.0
B_RS_20240426_B-TRK-00126,25885.17211415233,TRUCK,14000.0
B_RS_20240217_B-TRK-00025,27224.018499700265,TRUCK,14000.0
B_SC_20240425_B-TRK-00089,26388.451819456473,TRUCK,14000.0
B_SC_20240424_B-TRK-00032,25663.292369916286,TRUCK,14000.0
B_SC_20240418_B-TRK-00024,28704.15799501447,TRUCK,14000.0
B_SC_20240213_B-CAR-00030,53686.91579307285,CARRETA,28000.0
B_RS_20240203_B-TRK-00043,25354.512968607887,TRUCK,14000.0
B_PR_20240423_B-TRK-00069,26847.053635158765,TRUCK,14000.0
B_RS_20240424_B-CAR-00031,59957.32703321693,CARRETA,28000.0
B_SC_20240403_B-TRK-00062,27839.866360623313,TRUCK,14000.0
B_SC_20240404_B-TRK-00031,26242.877486985923,TRUCK,14000.0
B_SC_20240205_B-TRK-00103,27164.29873787996,TRUCK,14000.0
B_SC_20240408_B-CAR-00046,54432.85802307213,CARRETA,28000.0
B_RS_20240212_B-TRK-00102,27298.46176138079,TRUCK,14000.0
B_RS_20240229_B-CAR-00010,59656.18896085905,CARRETA,28000.0
B_SC_20240408_B-TRK-00091,26911.375995236715,TRUCK,14000.0
B_PR_20240413_B-CAR-00039,58556.72363489292,CARRETA,28000.0
B_PR_20240216_B-TRK-00080,27254.20870787735,TRUCK,14000.0
B_RS_20240420_B-CAR-00056,54586.273494737325,CARRETA,28000.0
B_PR_20240222_B-TRK-00097,28736.791555134907,TRUCK,14000.0
B_PR_20240420_B-TRK-00138,27768.34840323515,TRUCK,14000.0
B_PR_20240207_B-CAR-00034,59199.13693954922,CARRETA,28000.0
B_PR_20240404_B-TRK-00075,25660.48166061267,TRUCK,14000.0
B_SC_20240214_B-TRK-00005,26037.28221134271,TRUCK,14000.0
B_SC_20240422_B-TRK-00009,27232.258701350587,TRUCK,14000.0
B_SC_20240219_B-TRK-00036,25679.250554089336,TRUCK,14000.0
B_PR_20240404_B-TRK-00104,26010.862909214,TRUCK,14000.0
B_PR_20240426_B-CAR-00009,57200.62904254754,CARRETA,28000.0
B_RS_20240424_B-TRK-00006,25529.016037839894,TRUCK,14000.0
B_RS_20240210_B-TRK-00117,27003.942311878498,TRUCK,14000.0
B_PR_20240207_B-TRK-00074,26639.922622090624,TRUCK,14000.0
B_PR_20240229_B-CAR-00057,57324.0819309829,CARRETA,28000.0
B_SC_20240223_B-TRK-00042,25644.500226061085,TRUCK,14000.0
B_SC_20240420_B-TRK-00056,27800.069905316086,TRUCK,14000.0
B_SC_20240420_B-TRK-00104,27188.614879327484,TRUCK,14000.0
B_SC_20240422_B-TRK-00060,28100.749596647,TRUCK,14000.0
B_SC_20240408_B-TRK-00005,25841.497778964054,TRUCK,14000.0
B_SC_20240215_B-CAR-00011,59947.96336246645,CARRETA,28000.0
B_RS_20240203_B-TRK-00018,26576.21699406447,TRUCK,14000.0
B_SC_20240210_B-TRK-00036,27246.538084372783,TRUCK,14000.0
B_SC_20240426_B-TRK-00109,25715.51411139386,TRUCK,14000.0
B_RS_20240423_B-TRK-00088,25492.32941950618,TRUCK,14000.0
B_PR_20240420_B-CAR-00027,58213.245558898096,CARRETA,28000.0
B_RS_20240430_B-CAR-00017,53150.101509544154,CARRETA,28000.0
B_PR_20240208_B-CAR-00037,59029.97680112644,CARRETA,28000.0
B_PR_20240203_B-TRK-00038,28177.441121278516,TRUCK,14000.0
B_SC_20240424_B-TRK-00120,25629.7265312298,TRUCK,14000.0
B_SC_20240214_B-TRK-00048,26991.05513029415,TRUCK,14000.0
B_SC_20240427_B-TRK-00076,28088.550917197805,TRUCK,14000.0
B_PR_20240419_B-CAR-00013,59636.93264432609,CARRETA,28000.0
B_SC_20240210_B-CAR-00021,56922.79139073146,CARRETA,28000.0
B_RS_20240401_B-TRK-00073,26839.821952521837,TRUCK,14000.0
B_PR_20240401_B-TRK-00048,26445.573201247164,TRUCK,14000.0
B_SC_20240224_B-CAR-00038,56460.274733136386,CARRETA,28000.0
B_RS_20240426_B-TRK-00059,26010.5198400315,TRUCK,14000.0
B_PR_20240209_B-TRK-00074,27590.364837322093,TRUCK,14000.0
B_RS_20240224_B-TRK-00084,25911.664198911512,TRUCK,14000.0
B_RS_20240424_B-TRK-00071,28315.704322538077,TRUCK,14000.0
B_PR_20240221_B-TRK-00138,28134.098417829708,TRUCK,14000.0
B_RS_20240404_B-CAR-00037,59435.3816430112,CARRETA,28000.0
B_RS_20240227_B-TRK-00124,27401.911152138928,TRUCK,14000.0
B_SC_20240227_B-TRK-00086,25882.809168763568,TRUCK,14000.0
B_PR_20240426_B-CAR-00004,58037.84373746961,CARRETA,28000.0
B_SC_20240417_B-CAR-00030,58131.66588161686,CARRETA,28000.0
B_SC_20240424_B-CAR-00025,52735.40693146898,CARRETA,28000.0
B_PR_20240217_B-TRK-00139,26129.394274893973,TRUCK,14000.0
B_RS_20240406_B-CAR-00005,53558.863448250086,CARRETA,28000.0
B_PR_20240224_B-CAR-00036,57594.22451102304,CARRETA,28000.0
B_SC_20240415_B-CAR-00004,55542.867478857996,CARRETA,28000.0
B_PR_20240210_B-CAR-00037,56979.13867445075,CARRETA,28000.0
B_PR_20240423_B-TRK-00135,27753.774426798915,TRUCK,14000.0
B_PR_20240226_B-TRK-00085,25662.799959731205,TRUCK,14000.0
B_RS_20240403_B-TRK-00059,26183.693618233832,TRUCK,14000.0
B_RS_20240415_B-TRK-00099,25269.028976315843,TRUCK,14000.0
B_SC_20240203_B-CAR-00011,55321.850031085225,CARRETA,28000.0
B_RS_20240420_B-TRK-00069,28022.83567533535,TRUCK,14000.0
B_PR_20240424_B-TRK-00015,28629.0042852298,TRUCK,14000.0
B_PR_20240408_B-TRK-00112,28238.63988375121,TRUCK,14000.0
B_RS_20240210_B-TRK-00041,27396.346076980917,TRUCK,14000.0
B_RS_20240404_B-TRK-00085,25549.91091262645,TRUCK,14000.0
B_RS_20240401_B-TRK-00076,25983.334635396488,TRUCK,14000.0
B_RS_20240408_B-TRK-00004,28411.004465089496,TRUCK,14000.0
B_SC_20240417_B-TRK-00099,27220.22950236154,TRUCK,14000.0
B_PR_20240411_B-TRK-00003,27472.793000028974,TRUCK,14000.0
B_PR_20240403_B-TRK-00049,26576.020738833427,TRUCK,14000.0
B_PR_20240219_B-TRK-00079,26924.07599830233,TRUCK,14000.0
B_SC_20240416_B-CAR-00048,57781.53440419641,CARRETA,28000.0
B_SC_20240413_B-TRK-00024,27306.77680649417,TRUCK,14000.0
B_RS_20240205_B-TRK-00012,27870.896964733187,TRUCK,14000.0
B_PR_20240217_B-TRK-00084,26978.157808882115,TRUCK,14000.0
B_RS_20240203_B-CAR-00018,54846.877697640106,CARRETA,28000.0
B_SC_20240404_B-CAR-00046,57604.144822314294,CARRETA,28000.0
B_SC_20240410_B-TRK-00049,26129.614605228504,TRUCK,14000.0
B_RS_20240406_B-TRK-00011,27351.717786798225,TRUCK,14000.0
B_PR_20240209_B-TRK-00040,28368.5255308566,TRUCK,14000.0
B_RS_20240203_B-TRK-00118,25318.81628502702,TRUCK,14000.0
B_PR_20240418_B-TRK-00105,25828.424563044795,TRUCK,14000.0
B_PR_20240214_B-TRK-00062,25539.448195893314,TRUCK,14000.0
B_SC_20240429_B-CAR-00021,58340.06922495719,CARRETA,28000.0
B_RS_20240405_B-TRK-00044,26661.499823697286,TRUCK,14000.0
B_RS_20240217_B-TRK-00135,27875.66284086921,TRUCK,14000.0
B_RS_20240403_B-TRK-00047,26939.739167751908,TRUCK,14000.0
B_RS_20240223_B-TRK-00067,27686.64375096096,TRUCK,14000.0
B_RS_20240425_B-TRK-00025,28300.78133186139,TRUCK,14000.0
B_SC_20240410_B-TRK-00015,27451.362282869864,TRUCK,14000.0
B_SC_20240403_B-TRK-00086,28429.407292422056,TRUCK,14000.0
B_SC_20240215_B-TRK-00103,27620.12858266553,TRUCK,14000.0
B_RS_20240203_B-CAR-00028,58667.369022659885,CARRETA,28000.0
B_RS_20240430_B-TRK-00053,26525.36260228441,TRUCK,14000.0
B_PR_20240429_B-TRK-00075,25912.49161597831,TRUCK,14000.0
B_RS_20240210_B-TRK-00091,28265.002871765704,TRUCK,14000.0
B_PR_20240213_B-TRK-00033,27788.546382484426,TRUCK,14000.0
B_RS_20240210_B-TRK-00064,25813.76200925565,TRUCK,14000.0
B_SC_20240228_B-TRK-00069,27324.352532306635,TRUCK,14000.0
B_PR_20240416_B-CAR-00038,56261.29966932957,CARRETA,28000.0
B_PR_20240222_B-TRK-00059,25226.5610381388,TRUCK,14000.0
B_SC_20240411_B-CAR-00058,53329.87154876392,CARRETA,28000.0
B_SC_20240427_B-TRK-00093,28206.304777691355,TRUCK,14000.0
B_SC_20240411_B-TRK-00086,26938.997075982094,TRUCK,14000.0
B_PR_20240402_B-TRK-00007,25413.47110165548,TRUCK,14000.0
B_RS_20240413_B-TRK-00117,28442.02925686923,TRUCK,14000.0
B_SC_20240207_B-TRK-00077,26033.59071659502,TRUCK,14000.0
B_PR_20240227_B-CAR-00059,59487.6923143434,CARRETA,28000.0
B_RS_20240223_B-TRK-00099,28165.982237940585,TRUCK,14000.0
B_RS_20240401_B-TRK-00009,25922.565651191813,TRUCK,14000.0
B_SC_20240403_B-TRK-00077,25768.07895171931,TRUCK,14000.0
B_PR_20240220_B-TRK-00005,26202.35326518277,TRUCK,14000.0
B_PR_20240401_B-CAR-00021,56494.099452217946,CARRETA,28000.0
B_RS_20240202_B-CAR-00011,54598.48556536611,CARRETA,28000.0
B_SC_20240403_B-TRK-00065,26813.765549673688,TRUCK,14000.0
B_SC_20240221_B-TRK-00090,27818.044212559867,TRUCK,14000.0
B_PR_20240202_B-TRK-00099,27109.70975851651,TRUCK,14000.0
B_PR_20240418_B-TRK-00121,27239.361635003177,TRUCK,14000.0
B_RS_20240408_B-TRK-00053,26311.477863006796,TRUCK,14000.0
B_PR_20240408_B-TRK-00122,26522.149185179536,TRUCK,14000.0
B_PR_20240224_B-CAR-00041,52621.60327110038,CARRETA,28000.0
B_PR_20240413_B-TRK-00080,25240.524530618073,TRUCK,14000.0
B_PR_20240221_B-TRK-00093,27497.22902811576,TRUCK,14000.0
B_SC_20240425_B-CAR-00039,56778.39976633588,CARRETA,28000.0
B_PR_20240402_B-TRK-00022,25601.915563899092,TRUCK,14000.0
B_RS_20240224_B-TRK-00047,26615.620390188327,TRUCK,14000.0
B_RS_20240403_B-TRK-00121,26457.00020780627,TRUCK,14000.0
B_PR_20240410_B-TRK-00033,27895.168404699787,TRUCK,14000.0
B_PR_20240227_B-CAR-00012,53532.91952761071,CARRETA,28000.0
B_RS_20240222_B-TRK-00080,27924.375574996862,TRUCK,14000.0
B_SC_20240401_B-TRK-00027,25767.680991602145,TRUCK,14000.0
B_PR_20240401_B-TRK-00000,25713.198120418077,TRUCK,14000.0
B_SC_20240202_B-CAR-00032,54970.649498135754,CARRETA,28000.0
B_SC_20240403_B-TRK-00073,27578.434528880913,TRUCK,14000.0
B_RS_20240219_B-CAR-00058,54678.78882308638,CARRETA,28000.0
B_PR_20240425_B-TRK-00111,25981.941621075708,TRUCK,14000.0
B_SC_20240219_B-TRK-00027,25863.023949670813,TRUCK,14000.0
B_RS_20240202_B-TRK-00033,25255.60109987578,TRUCK,14000.0
B_SC_20240412_B-TRK-00055,28690.701002868736,TRUCK,14000.0
B_PR_20240406_B-TRK-00086,27384.740060362026,TRUCK,14000.0
B_RS_20240220_B-TRK-00029,26794.643864242,TRUCK,14000.0
B_RS_20240205_B-TRK-00060,25497.87521203722,TRUCK,14000.0
B_RS_20240427_B-TRK-00119,26221.38964753803,TRUCK,14000.0
B_SC_20240207_B-TRK-00028,25693.68410889837,TRUCK,14000.0
B_RS_20240405_B-TRK-00092,25371.79867320209,TRUCK,14000.0
B_PR_20240214_B-TRK-00047,28662.30062564036,TRUCK,14000.0
B_PR_20240206_B-TRK-00012,28056.90142494048,TRUCK,14000.0
B_PR_20240404_B-TRK-00092,28572.64920923951,TRUCK,14000.0
B_SC_20240223_B-TRK-00079,25452.580314867395,TRUCK,14000.0
B_RS_20240403_B-TRK-00033,26401.452980613434,TRUCK,14000.0
B_RS_20240207_B-CAR-00016,53671.557178388255,CARRETA,28000.0
B_PR_20240416_B-TRK-00098,26615.149055256556,TRUCK,14000.0
B_PR_20240202_B-TRK-00038,28777.08479320975,TRUCK,14000.0
B_SC_20240212_B-TRK-00053,26660.22339874614,TRUCK,14000.0
B_RS_20240217_B-TRK-00075,25615.329911050674,TRUCK,14000.0
B_PR_20240418_B-CAR-00014,58717.78524482529,CARRETA,28000.0
B_PR_20240208_B-TRK-00018,25509.713685420415,TRUCK,14000.0
B_RS_20240220_B-CAR-00017,57623.81597399475,CARRETA,28000.0
B_PR_20240212_B-TRK-00097,27269.969625098853,TRUCK,14000.0
B_SC_20240418_B-CAR-00044,54224.54062982834,CARRETA,28000.0
B_PR_20240227_B-CAR-00043,54531.62527538845,CARRETA,28000.0
B_RS_20240223_B-CAR-00048,53614.26404351125,CARRETA,28000.0
B_PR_20240202_B-TRK-00114,27308.636767534663,TRUCK,14000.0
B_RS_20240201_B-CAR-00001,59657.650260976276,CARRETA,28000.0
B_RS_20240215_B-TRK-00016,25360.68698420723,TRUCK,14000.0
B_SC_20240410_B-TRK-00129,26753.382336572187,TRUCK,14000.0
B_SC_20240411_B-TRK-00041,25999.592024529862,TRUCK,14000.0
B_PR_20240216_B-TRK-00134,28127.530770651163,TRUCK,14000.0
B_PR_20240412_B-TRK-00124,28549.634400614206,TRUCK,14000.0
B_PR_20240217_B-TRK-00076,26400.22378456327,TRUCK,14000.0
B_RS_20240408_B-CAR-00051,55995.73211157084,CARRETA,28000.0
B_RS_20240403_B-TRK-00022,25722.513930573645,TRUCK,14000.0
